"STATION","NAME","DATE","AWND","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WT01","WT02","WT03","WT04","WT06","WT08"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-05-03","8.28","0.00","0.0","0.0",,"65","51",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-05-04","5.37","0.00","0.0","0.0",,"64","47",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-05-05","6.49","3.02","0.0","0.0",,"59","51","    1","    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-05-06","6.04","0.18","0.0","0.0",,"67","52","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-05-07","5.59","0.01","0.0","0.0",,"56","47",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-05-08","5.82","0.00","0.0","0.0",,"57","44",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-05-09","4.47","0.00","0.0","0.0",,"63","47",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-05-10","3.36","0.00","0.0","0.0",,"63","49",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-05-11","3.58","0.00","0.0","0.0",,"62","51",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-05-12","4.03","0.00","0.0","0.0",,"65","48",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-05-13","7.61","1.61","0.0","0.0",,"53","45","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-05-14","5.37","0.02","0.0","0.0",,"67","46",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-05-15","8.95","0.00","0.0","0.0",,"68","53",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-05-16","4.25","0.00","0.0","0.0",,"79","56",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-05-17","5.59","0.00","0.0","0.0",,"90","65",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-05-18","5.59","0.00","0.0","0.0",,"92","75",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-05-19","6.26","0.00","0.0","0.0",,"91","66",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-05-20","4.03","0.01","0.0","0.0",,"65","55",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-05-21","4.03","0.00","0.0","0.0",,"69","52",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-05-22","2.68","0.59","0.0","0.0",,"61","53","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-05-23","2.24","0.00","0.0","0.0",,"69","56","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-05-24","4.92","0.04","0.0","0.0",,"69","56","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-05-25","8.05","0.58","0.0","0.0",,"59","56","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-05-26","4.92","0.10","0.0","0.0",,"73","56","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-05-27","3.13","0.00","0.0","0.0",,"71","59",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-05-28","4.47","0.00","0.0","0.0",,"71","58","    1",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-05-29","5.14","0.13","0.0","0.0",,"61","56","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-05-30","2.68","0.06","0.0","0.0",,"60","55","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-05-31","2.46","0.03","0.0","0.0",,"75","58","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-06-01","3.80","0.00","0.0","0.0",,"79","59",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-06-02","4.47","0.01","0.0","0.0",,"76","57",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-06-03","3.58","0.01","0.0","0.0",,"73","55",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-06-04","2.24","0.09","0.0","0.0",,"70","56","    1",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-06-05","4.92","0.02","0.0","0.0",,"67","58","    1",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-06-06","7.16","0.06","0.0","0.0",,"58","52","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-06-07","3.36","0.00","0.0","0.0",,"67","51",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-06-08","3.80","0.00","0.0","0.0",,"69","55",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-06-09","4.70","0.00","0.0","0.0",,"80","53",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-06-10","3.58","0.00","0.0","0.0",,"85","66",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-06-11","5.14","0.00","0.0","0.0",,"90","72",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-06-12","3.80","0.00","0.0","0.0",,"93","76",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-06-13","3.13","0.00","0.0","0.0",,"94","77",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-06-14","4.70","0.29","0.0","0.0",,"84","69","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-06-15","4.25","0.00","0.0","0.0",,"76","64",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-06-16","5.14","0.00","0.0","0.0",,"68","63","    1",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-06-17","2.24","1.39","0.0","0.0",,"74","66","    1",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-06-18","3.58","0.00","0.0","0.0",,"85","70","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-06-19","3.80","1.35","0.0","0.0",,"88","70","    1","    1",,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-06-20","5.14","0.03","0.0","0.0",,"83","71","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-06-21","4.70","0.00","0.0","0.0",,"83","71",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-06-22","2.24","0.00","0.0","0.0",,"83","68",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-06-23","4.92","0.04","0.0","0.0",,"83","76","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-06-24","5.37","1.29","0.0","0.0",,"84","71","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-06-25","2.46","0.00","0.0","0.0",,"83","68",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-06-26","3.13","0.00","0.0","0.0",,"79","64",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-06-27","3.58","0.18","0.0","0.0",,"77","60","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-06-28","4.92","0.00","0.0","0.0",,"78","61",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-06-29","5.37","0.00","0.0","0.0",,"82","68",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-06-30","5.82","0.00","0.0","0.0",,"88","73",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-07-01","4.03","0.23","0.0","0.0",,"85","71","    1",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-07-02","4.92","0.00","0.0","0.0",,"87","72","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-07-03","1.79","0.45","0.0","0.0",,"88","71","    1",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-07-04","2.68","0.00","0.0","0.0",,"85","70",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-07-05","4.92","0.00","0.0","0.0",,"85","70",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-07-06","3.58","0.00","0.0","0.0",,"77","71",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-07-07","5.37","1.78","0.0","0.0",,"80","68","    1","    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-07-08","3.36","0.00","0.0","0.0",,"84","69","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-07-09","3.58","0.00","0.0","0.0",,"81","67",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-07-10","3.36","0.00","0.0","0.0",,"84","68",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-07-11","3.13","0.00","0.0","0.0",,"85","75",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-07-12","5.14","0.00","0.0","0.0",,"88","77",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-07-13","4.92","0.00","0.0","0.0",,"90","73",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-07-14","4.70","0.35","0.0","0.0",,"73","65","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-07-15","3.36","0.00","0.0","0.0",,"84","68","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-07-16","2.68","0.00","0.0","0.0",,"87","68",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-07-17","2.68","0.00","0.0","0.0",,"85","73",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-07-18","2.91","0.00","0.0","0.0",,"88","73",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-07-19","3.13","0.00","0.0","0.0",,"92","77",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-07-20","2.91","0.01","0.0","0.0",,"94","77",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-07-21","3.80","0.00","0.0","0.0",,"92","76",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-07-22","2.46","0.57","0.0","0.0",,"92","71","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-07-23","2.68","0.06","0.0","0.0",,"79","71","    1",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-07-24","6.71","0.74","0.0","0.0",,"73","63","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-07-25","5.14","0.00","0.0","0.0",,"71","62",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-07-26","3.80","0.00","0.0","0.0",,"77","65",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-07-27","2.46","0.00","0.0","0.0",,"78","65",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-07-28","2.91","0.00","0.0","0.0",,"85","71","    1",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-07-29","9.40","0.00","0.0","0.0",,"77","67",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-07-30","4.25","0.00","0.0","0.0",,"82","64",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-07-31","2.01","0.00","0.0","0.0",,"88","66",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-08-01","2.68","0.00","0.0","0.0",,"92","71",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-08-02","1.57","0.09","0.0","0.0",,"86","69","    1",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-08-03","1.79","0.00","0.0","0.0",,"87","68","    1",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-08-04","4.25","0.15","0.0","0.0",,"84","69","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-08-05","4.47","0.30","0.0","0.0",,"78","69","    1",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-08-06","3.80","0.00","0.0","0.0",,"76","64",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-08-07","2.46","0.76","0.0","0.0",,"71","64","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-08-08","2.91","0.00","0.0","0.0",,"78","65","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-08-09","1.34","0.00","0.0","0.0",,"85","64",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-08-10","2.24","0.00","0.0","0.0",,"83","68",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-08-11","2.68","0.00","0.0","0.0",,"82","69",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-08-12","3.36","0.11","0.0","0.0",,"77","64","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-08-13","3.80","0.00","0.0","0.0",,"83","71",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-08-14","2.24","0.00","0.0","0.0",,"80","70",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-08-15","1.12","0.45","0.0","0.0",,"74","68","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-08-16","2.24","0.00","0.0","0.0",,"87","70","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-08-17","3.13","0.00","0.0","0.0",,"83","69","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-08-18","3.36","0.88","0.0","0.0",,"82","73","    1","    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-08-19","2.91","0.00","0.0","0.0",,"86","73","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-08-20","4.47","0.00","0.0","0.0",,"81","69",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-08-21","3.36","0.00","0.0","0.0",,"87","71",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-08-22","5.14","0.30","0.0","0.0",,"89","72","    1",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-08-23","4.03","0.00","0.0","0.0",,"81","70","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-08-24","3.13","0.00","0.0","0.0",,"80","65",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-08-25","2.46","0.00","0.0","0.0",,"78","63",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-08-26","3.80","0.00","0.0","0.0",,"78","62",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-08-27","4.47","0.00","0.0","0.0",,"78","63",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-08-28","6.26","0.00","0.0","0.0",,"76","63",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-08-29","8.05","0.29","0.0","0.0",,"68","61","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-08-30","5.14","0.01","0.0","0.0",,"78","60","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-08-31","3.80","0.00","0.0","0.0",,"81","64",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-09-01","4.92","0.00","0.0","0.0",,"71","55",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-09-02","5.59","0.53","0.0","0.0",,"68","54","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-09-03","5.59","0.74","0.0","0.0",,"69","59","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-09-04","4.70","0.00","0.0","0.0",,"80","61",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-09-05","3.13","0.00","0.0","0.0",,"85","69",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-09-06","3.80","0.42","0.0","0.0",,"72","61","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-09-07","4.92","0.01","0.0","0.0",,"71","59","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-09-08","3.80","0.00","0.0","0.0",,"71","58",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-09-09","4.03","0.00","0.0","0.0",,"70","55",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-09-10","5.82","0.00","0.0","0.0",,"72","57",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-09-11","2.01","0.00","0.0","0.0",,"76","55",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-09-12","1.34","0.00","0.0","0.0",,"78","59",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-09-13","2.46","0.06","0.0","0.0",,"83","64","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-09-14","2.24","0.02","0.0","0.0",,"81","70","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-09-15","1.57","0.00","0.0","0.0",,"81","67",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-09-16","2.91","0.00","0.0","0.0",,"82","70","    1",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-09-17","2.68","0.00","0.0","0.0",,"81","68","    1",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-09-18","6.93","0.00","0.0","0.0",,"73","68","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-09-19","9.84","0.22","0.0","0.0",,"78","69","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-09-20","6.26","0.00","0.0","0.0",,"79","71",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-09-21","5.59","0.00","0.0","0.0",,"80","71",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-09-22","7.16","0.00","0.0","0.0",,"82","66",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-09-23","4.70","0.00","0.0","0.0",,"87","68",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-09-24","1.57","0.00","0.0","0.0",,"91","69",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-09-25","2.91","0.00","0.0","0.0",,"88","70",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-09-26","2.01","0.00","0.0","0.0",,"84","68","    1",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-09-27","3.80","0.00","0.0","0.0",,"87","69",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-09-28","5.82","0.00","0.0","0.0",,"79","59","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-09-29","2.46","0.00","0.0","0.0",,"68","55",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-09-30","6.26","0.00","0.0","0.0",,"66","54",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-10-01","2.91","0.00","0.0","0.0",,"68","50",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-10-02","2.46","0.00","0.0","0.0",,"73","52",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-10-03","3.13","0.00","0.0","0.0",,"71","57",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-10-04","4.92","0.00","0.0","0.0",,"75","56",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-10-05","4.92","0.00","0.0","0.0",,"83","65",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-10-06","2.46","0.00","0.0","0.0",,"82","68",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-10-07","4.03","0.00","0.0","0.0",,"81","66","    1",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-10-08","4.92","0.22","0.0","0.0",,"77","72","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-10-09","4.92","0.26","0.0","0.0",,"77","71","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-10-10","2.91","0.00","0.0","0.0",,"81","66",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-10-11","5.82","0.06","0.0","0.0",,"77","60","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-10-12","8.72","0.07","0.0","0.0",,"64","55","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-10-13","6.04","0.00","0.0","0.0",,"67","52","    1",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-10-14","2.46","0.08","0.0","0.0",,"72","61","    1",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-10-15","4.25","0.00","0.0","0.0",,"74","65","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-10-16","6.71","0.01","0.0","0.0",,"69","46",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-10-17","4.03","0.00","0.0","0.0",,"58","42",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-10-18","3.80","0.00","0.0","0.0",,"72","50",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-10-19","4.47","0.00","0.0","0.0",,"71","56",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-10-20","4.03","0.00","0.0","0.0",,"73","57",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-10-21","2.24","0.00","0.0","0.0",,"78","56",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-10-22","1.57","0.00","0.0","0.0",,"76","57",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-10-23","3.58","0.00","0.0","0.0",,"74","61",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-10-24","5.59","0.20","0.0","0.0",,"74","67","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-10-25","2.01","0.00","0.0","0.0",,"67","57","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-10-26","6.04","0.00","0.0","0.0",,"58","50",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-10-27","3.80","0.00","0.0","0.0",,"62","47",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-10-28","4.92","0.00","0.0","0.0",,"69","55",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-10-29","6.71","3.03","0.0","0.0",,"67","60","    1","    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-10-30","8.72","0.25","0.0","0.0",,"61","46","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-10-31","5.82","0.00","0.0","0.0",,"57","45",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-11-01","2.46","0.00","0.0","0.0",,"59","43",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-11-02","2.46","0.00","0.0","0.0",,"72","58","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-11-03","5.59","0.00","0.0","0.0",,"74","51",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-11-04","5.82","0.00","0.0","0.0",,"56","46",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-11-05","4.25","0.02","0.0","0.0",,"61","51","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-11-06","4.92","0.01","0.0","0.0",,"66","46","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-11-07","6.49","0.70","0.0","0.0",,"49","40","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-11-08","5.37","0.00","0.0","0.0",,"49","39",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-11-09","3.36","0.00","0.0","0.0",,"55","39",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-11-10","9.40","0.01","0.0","0.0",,"51","25","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-11-11","4.70","0.00","0.0","0.0",,"38","24",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-11-12","1.79","0.00","0.0","0.0",,"46","32",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-11-13","3.58","0.07","0.0","0.0",,"47","39","    1",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-11-14","4.92","0.00","0.0","0.0",,"48","35",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-11-15","5.14","0.00","0.0","0.0",,"51","37",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-11-16","6.49","0.20","0.0","0.0",,"57","43","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-11-17","7.83","0.00","0.0","0.0",,"47","37",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-11-18","3.36","0.10","0.0","0.0",,"56","34","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-11-19","9.62","0.23","0.0","0.0",,"59","38",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-11-20","6.71","0.00","0.0","0.0",,"47","36",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-11-21","5.14","0.00","0.0","0.0",,"58","42",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-11-22","6.71","0.21","0.0","0.0",,"56","35","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-11-23","4.70","0.00","0.0","0.0",,"43","31",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-11-24","3.80","0.00","0.0","0.0",,"50","35",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-11-25","4.03","0.00","0.0","0.0",,"57","43",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-11-26","6.71","0.00","0.0","0.0",,"51","40",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-11-27","6.49","0.00","0.0","0.0",,"51","39",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-11-28","4.47","0.00","0.0","0.0",,"54","36",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-11-29","5.37","0.00","0.0","0.0",,"63","42",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-11-30","4.47","0.03","0.0","0.0",,"53","38",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-12-01","5.37","0.00","0.0","0.0",,"52","42",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-12-02","3.13","0.00","0.0","0.0",,"48","39",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-12-03","2.01","0.00","0.0","0.0",,"48","42",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-12-04","3.58","0.00","0.0","0.0",,"51","40","    1",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-12-05","6.71","0.75","0.0","0.0",,"61","50","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-12-06","7.61","0.00","0.0","0.0",,"59","40",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-12-07","6.71","0.00","0.0","0.0",,"44","37",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-12-08","4.92","0.00","0.0","0.0",,"39","34",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-12-09","4.25","0.46","4.6","0.0",,"35","30","    1","    1",,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-12-10","6.49","0.00","0.0","3.9",,"39","29","    1",,,,,"    1"
